trans_id;account_id;date;type;operation;amount;balance;k_symbol;bank;account
1117364;3818;960909;VYDAJ;PREVOD NA UCET;3596.0;54843.5;SIPO;QR;35474443.0
695765;2379;960910;PRIJEM;VKLAD;5072.0;17996.1;;;
771152;2632;960910;VYDAJ;PREVOD NA UCET;2042.0;34055.3;SIPO;EF;40250009.0
1049926;3592;960910;PRIJEM;PREVOD Z UCTU;6007.0;25336.8;DUCHOD;MN;73166322.0
1132779;3871;960910;VYDAJ;PREVOD NA UCET;153.0;36000.1;SIPO;UV;55483001.0
252833;866;960910;VYDAJ;PREVOD NA UCET;38.0;37839.2; ;EF;26753026.0
3393855;11265;960910;VYDAJ;PREVOD NA UCET;506.0;18964.0;SIPO;KL;37816989.0
695306;2378;960911;PRIJEM;VKLAD;13418.0;107362.8;;;
726176;2484;960911;VYDAJ;VYBER;2280.0;15953.3;;;
726084;2484;960911;VYDAJ;PREVOD NA UCET;1390.0;14563.3; ;ST;72945260.0
561015;1909;960911;VYDAJ;PREVOD NA UCET;43.0;20170.4;SIPO;AB;56638652.0
171857;576;960911;PRIJEM;PREVOD Z UCTU;6207.0;39614.2;DUCHOD;YZ;30300313.0
498506;1699;960911;VYDAJ;PREVOD NA UCET;3463.0;13770.4;SIPO;IJ;62475007.0
621897;2122;960911;VYDAJ;PREVOD NA UCET;7663.0;27988.7;SIPO;UV;7883274.0
3123041;10364;960911;VYDAJ;PREVOD NA UCET;6262.0;51506.1;SIPO;EF;67477196.0
439224;1493;960911;VYDAJ;PREVOD NA UCET;51.0;15181.5; ;GH;85806101.0
233221;793;960911;VYDAJ;PREVOD NA UCET;851.0;28098.2;;YZ;95059883.0
506881;1731;960911;PRIJEM;PREVOD Z UCTU;4758.0;23707.9;DUCHOD;GH;89825009.0
506567;1730;960911;VYDAJ;PREVOD NA UCET;1978.0;50965.1;SIPO;WX;42885518.0
252689;866;960911;PRIJEM;VKLAD;12644.0;50483.2;;;
192213;652;960911;VYDAJ;PREVOD NA UCET;7591.0;58131.2;SIPO;YZ;56959491.0
1122152;3834;960911;VYDAJ;PREVOD NA UCET;375.0;16302.6; ;YZ;63132923.0
101503;346;960911;VYDAJ;PREVOD NA UCET;7875.0;55926.5;SIPO;KL;13685655.0
695615;2378;960912;VYDAJ;VYBER;37300.0;70062.8;;;
695981;2379;960912;VYDAJ;PREVOD NA UCET;46.0;17950.1;POJISTNE;OP;77863126.0
393776;1338;960912;VYDAJ;PREVOD NA UCET;157.0;42579.4;POJISTNE;IJ;85222345.0
359556;1222;960912;PRIJEM;PREVOD Z UCTU;6310.0;38998.2;DUCHOD;KL;77489798.0
439152;1493;960912;VYDAJ;PREVOD NA UCET;2264.0;12917.5;SIPO;EF;95543610.0
682663;2330;960912;VYDAJ;PREVOD NA UCET;1662.0;17911.9;SIPO;QR;64704280.0
689872;2357;960912;PRIJEM;PREVOD Z UCTU;6434.0;23530.0;DUCHOD;OP;34144538.0
725796;2484;960912;PRIJEM;VKLAD;14779.0;29342.3;;;
565699;1926;960912;PRIJEM;VKLAD;4507.0;21509.0;;;
858501;2926;960912;VYDAJ;PREVOD NA UCET;1348.0;44667.3;SIPO;WX;66115546.0
858717;2926;960912;VYDAJ;PREVOD NA UCET;699.0;46015.3; ;UV;98638396.0
858018;2925;960912;PRIJEM;VKLAD;6446.0;25387.6;;;
1027847;3510;960912;VYBER;VYBER;12859.0;49707.8;;;
172111;576;960912;VYDAJ;VYBER;2600.0;37014.2;;;
207686;704;960912;VYDAJ;VYBER;11100.0;27474.6;;;
207309;704;960912;PRIJEM;VKLAD;17477.0;38574.6;;;
374778;1276;960912;VYDAJ;PREVOD NA UCET;508.0;35360.8; ;YZ;87970047.0
3123113;10364;960912;VYDAJ;PREVOD NA UCET;609.0;50897.1;UVER;IJ;11477667.0
477850;1628;960912;VYDAJ;VYBER;2160.0;17573.2;;;
477683;1628;960912;PRIJEM;PREVOD Z UCTU;4276.0;19733.2;DUCHOD;UV;15916598.0
529889;1806;960912;VYDAJ;PREVOD NA UCET;2552.0;23814.0;SIPO;UV;84037089.0
233077;793;960912;VYDAJ;PREVOD NA UCET;1212.0;26886.2;;CD;41663390.0
1049998;3592;960912;VYDAJ;PREVOD NA UCET;3360.0;21976.8;SIPO;KL;88522523.0
505357;1726;960912;VYDAJ;PREVOD NA UCET;4438.0;19290.3;SIPO;AB;99886172.0
1021309;3487;960912;VYDAJ;PREVOD NA UCET;7951.0;50186.8; ;QR;94053124.0
1021237;3487;960912;VYDAJ;PREVOD NA UCET;324.0;49862.8;SIPO;IJ;68540710.0
1117735;3818;960912;VYDAJ;VYBER;7300.0;46069.5;;;
1117436;3818;960912;VYDAJ;PREVOD NA UCET;1474.0;53369.5; ;OP;32659602.0
1122008;3834;960912;PRIJEM;VKLAD;13875.0;30177.6;;;
439080;1493;960913;PRIJEM;PREVOD Z UCTU;5009.0;17926.5;DUCHOD;AB;54522466.0
435807;1481;960913;PRIJEM;PREVOD Z UCTU;3098.0;20698.9;;AB;21098941.0
171929;576;960913;VYDAJ;PREVOD NA UCET;3662.0;33352.2;SIPO;OP;71033382.0
579690;1972;960913;VYDAJ;VYBER;2000.0;19465.9;;;
771528;2632;960913;VYDAJ;VYBER;10300.0;23755.3;;;
771399;2632;960913;VYDAJ;VYBER;2300.0;21455.3;;;
480259;1637;960913;PRIJEM;PREVOD Z UCTU;5718.0;22487.9;DUCHOD;UV;45134812.0
612442;2087;960913;PRIJEM;VKLAD;39657.0;61780.6;;;
1142803;3909;960913;PRIJEM;VKLAD;24400.0;51999.3;;;
737375;2519;960913;VYDAJ;PREVOD NA UCET;1599.0;29919.5;SIPO;OP;87381881.0
505285;1726;960913;PRIJEM;VKLAD;13967.0;33257.3;;;
846051;2881;960913;PRIJEM;VKLAD;6959.0;40557.9;;;
1021165;3487;960913;PRIJEM;VKLAD;15914.0;65776.8;;;
1122296;3834;960913;VYDAJ;PREVOD NA UCET;262.0;29915.6; ;YZ;52872371.0
453182;1539;960914;VYDAJ;VYBER;12600.0;34338.4;;;
119624;401;960914;VYDAJ;PREVOD NA UCET;1769.0;20454.7; ;EF;88922524.0
2908733;9635;960914;PRIJEM;PREVOD Z UCTU;4470.0;12814.2;DUCHOD;CD;37906074.0
1100811;3760;960914;PRIJEM;VKLAD;23832.0;76700.1;;;
726012;2484;960914;VYDAJ;PREVOD NA UCET;599.0;28743.3;POJISTNE;GH;75644820.0
726310;2484;960914;VYDAJ;VYBER;6900.0;21843.3;;;
858090;2925;960914;VYDAJ;PREVOD NA UCET;4297.0;21090.6;SIPO;QR;35286706.0
561087;1909;960914;VYDAJ;PREVOD NA UCET;1156.0;19014.4; ;KL;63000541.0
561159;1909;960914;VYDAJ;PREVOD NA UCET;928.0;18086.4;POJISTNE;KL;81369602.0
497608;1695;960914;PRIJEM;VKLAD;21200.0;41289.4;;;
699265;2393;960914;PRIJEM;VKLAD;10737.0;36708.0;;;
233406;793;960914;VYDAJ;VYBER;900.0;25986.2;;;
1548794;5270;960914;PRIJEM;PREVOD Z UCTU;44749.0;84431.0;;IJ;80269753.0
505793;1726;960914;VYDAJ;VYBER;7000.0;26257.3;;;
506953;1731;960914;VYDAJ;PREVOD NA UCET;2631.0;21076.9;SIPO;QR;29816907.0
1176531;4034;960915;VYDAJ;VYBER;3360.0;43785.0;;;
145177;485;960915;VYDAJ;VYBER;18900.0;63618.5;;;
638048;2177;960915;VYDAJ;VYBER;2700.0;22004.6;;;
435979;1481;960915;VYDAJ;VYBER;450.0;20248.9;;;
846353;2881;960915;VYDAJ;VYBER;800.0;39757.9;;;
497398;1695;960916;VYBER;VYBER;13966.0;27323.4;;;
3123210;10364;960916;VYDAJ;VYBER;3360.0;47537.1;;;
192410;652;960916;VYDAJ;VYBER;6200.0;51931.2;;;
695472;2378;960917;VYDAJ;VYBER;12600.0;57462.8;;;
566056;1926;960917;PRIJEM;VKLAD;2800.0;24309.0;;;
1117609;3818;960917;VYDAJ;VYBER;4440.0;41629.5;;;
101598;346;960917;VYDAJ;VYBER;2280.0;53646.5;;;
2908900;9635;960918;VYDAJ;VYBER;1120.0;11694.2;;;
1028064;3510;960918;VYDAJ;VYBER;1300.0;48407.8;;;
375076;1276;960918;VYDAJ;VYBER;1100.0;34260.8;;;
699631;2393;960918;VYDAJ;VYBER;5400.0;31308.0;;;
3393999;11265;960918;VYDAJ;VYBER;3400.0;15564.0;;;0.0
612765;2087;960919;VYDAJ;VYBER;13000.0;48780.6;;;
224632;764;960919;VYDAJ;VYBER;8000.0;19600.6;;;
1050165;3592;960919;VYDAJ;VYBER;1700.0;20276.8;;;
1133040;3871;960919;VYDAJ;VYBER;2200.0;33800.1;;;
622173;2122;960919;PRIJEM;VKLAD;11000.0;38988.7;;;
846227;2881;960919;VYDAJ;VYBER;3000.0;36757.9;;;
1021507;3487;960919;VYDAJ;VYBER;9000.0;56776.8;;;
452954;1539;960920;VYBER;VYBER;20556.0;13782.4;;;
393550;1338;960920;PRIJEM;VKLAD;13237.0;55816.4;;;
110829;374;960920;VYDAJ;VYBER;22000.0;53166.5;;;
506749;1730;960920;VYDAJ;VYBER;2700.0;48265.1;;;
858308;2925;960921;VYDAJ;VYBER;6500.0;14590.6;;;
253206;866;960921;VYDAJ;VYBER;6500.0;43983.2;;;
192282;652;960921;VYDAJ;VYBER;4440.0;47491.2;;;
1122470;3834;960921;VYDAJ;VYBER;4920.0;24995.6;;;
394049;1338;960922;VYDAJ;VYBER;10900.0;44916.4;;;
581997;1979;960922;VYDAJ;VYBER;3600.0;23122.3;;;
101728;346;960922;VYDAJ;VYBER;6400.0;47246.5;;;
1100814;3760;960923;PRIJEM;VKLAD;22082.0;98782.1;;;
615837;2099;960923;VYDAJ;VYBER;11600.0;71176.0;;;
506630;1730;960923;VYDAJ;VYBER;3920.0;44345.1;;;
1101171;3760;960924;VYDAJ;VYBER;44600.0;54182.1;;;
581904;1979;960924;VYDAJ;VYBER;150.0;22972.3;;;
1549150;5270;960924;VYDAJ;VYBER;30200.0;54231.0;;;
1117606;3818;960924;VYDAJ;VYBER;5400.0;36229.5;;;
858945;2926;960925;VYDAJ;VYBER;4700.0;39967.3;;;
622042;2122;960925;VYDAJ;VYBER;12600.0;26388.7;;;
1143248;3909;960925;VYDAJ;VYBER;14900.0;37099.3;;;
3394191;11265;960925;PRIJEM;VKLAD;1800.0;17364.0;;;
695298;2378;960927;PRIJEM;VKLAD;23875.0;81337.8;;;
615588;2099;960927;PRIJEM;VKLAD;17775.0;88951.0;;;
3123341;10364;960928;VYDAJ;VYBER;8400.0;39137.1;;;
435981;1481;960928;VYDAJ;VYBER;510.0;19738.9;;;
699503;2393;960928;VYDAJ;VYBER;2520.0;28788.0;;;
1548919;5270;960928;VYBER;VYBER;6064.0;48167.0;;;
1122368;3834;960928;VYDAJ;VYBER;1800.0;23195.6;;;0.0
1176660;4034;960929;VYDAJ;VYBER;700.0;43085.0;;;
393553;1338;960929;PRIJEM;VKLAD;6126.0;51042.4;;;
696137;2379;960930;VYDAJ;VYBER;14.6;18006.3;SLUZBY;;
695533;2378;960930;VYDAJ;VYBER;14.6;81610.3;SLUZBY;;
3591465;1844;960930;PRIJEM;;133.2;32675.3;UROK;;
3593562;1909;960930;PRIJEM;;73.6;18159.9;UROK;;
3617534;2632;960930;PRIJEM;;96.9;21552.2;UROK;;
3579587;1493;960930;PRIJEM;;68.7;17995.1;UROK;;
3579179;1481;960930;PRIJEM;;82.5;19821.4;UROK;;
498738;1699;960930;VYDAJ;VYBER;14.6;13816.1;SLUZBY;;
452755;1539;960930;PRIJEM;VKLAD;43427.0;57209.4;;;
453111;1539;960930;VYDAJ;VYBER;100.0;57259.5;SLUZBY;;
3558842;866;960930;PRIJEM;;186.1;44169.3;UROK;;
3520631;10364;960930;PRIJEM;;188.9;39325.9;UROK;;
3513175;9635;960930;PRIJEM;;43.2;11782.1;UROK;;
3574611;1338;960930;PRIJEM;;164.1;51206.5;UROK;;
1176589;4034;960930;VYDAJ;VYBER;14.6;43247.8;SLUZBY;;
144945;485;960930;VYBER;VYBER;12971.0;50940.1;;;
145100;485;960930;VYDAJ;VYBER;100.0;50840.1;SLUZBY;;
129769;435;960930;VYDAJ;VYBER;14.6;29309.2;SLUZBY;;
3654710;3760;960930;PRIJEM;;232.2;54414.3;UROK;;
393972;1338;960930;VYDAJ;VYBER;14.6;51191.9;SLUZBY;;
3659458;3909;960930;PRIJEM;;171.1;37270.4;UROK;;
3658345;3871;960930;PRIJEM;;144.7;33944.8;UROK;;
3656623;3818;960930;PRIJEM;;178.2;36407.7;UROK;;
3657109;3834;960930;PRIJEM;;102.3;23297.9;UROK;;
3456892;9635;960930;PRIJEM;;44.7;11738.9;UROK;;
3460411;374;960930;PRIJEM;;216.2;53382.7;UROK;;
3553705;704;960930;PRIJEM;;105.3;27579.9;UROK;;
3552100;652;960930;PRIJEM;;211.9;47703.1;UROK;;
3648695;3592;960930;PRIJEM;;83.3;20360.2;UROK;;
119764;401;960930;VYDAJ;VYBER;14.6;20516.4;SLUZBY;;
638011;2177;960930;VYDAJ;VYBER;14.6;22084.3;SLUZBY;;
2908958;9635;960930;VYDAJ;VYBER;14.6;11767.5;SLUZBY;;
542449;1844;960930;VYDAJ;VYBER;14.6;32660.7;SLUZBY;;
3123270;10364;960930;VYDAJ;VYBER;14.6;39311.3;SLUZBY;;
359743;1222;960930;VYDAJ;VYBER;14.6;39139.2;SLUZBY;;
436041;1481;960930;VYDAJ;VYBER;14.6;19806.8;SLUZBY;;
1122599;3834;960930;VYDAJ;VYBER;3200.0;20097.9;;;
3584245;1637;960930;PRIJEM;;86.7;22574.6;UROK;;
3583892;1628;960930;PRIJEM;;78.8;17652.0;UROK;;
682878;2330;960930;VYDAJ;VYBER;14.6;17971.3;SLUZBY;;
1101094;3760;960930;VYDAJ;VYBER;14.6;54399.7;SLUZBY;;
3586393;1699;960930;PRIJEM;;60.2;13830.7;UROK;;
3587329;1730;960930;PRIJEM;;195.7;44540.8;UROK;;
3587189;1726;960930;PRIJEM;;105.5;26362.8;UROK;;
3587396;1731;960930;PRIJEM;;87.9;21164.8;UROK;;
3586235;1695;960930;PRIJEM;;128.6;27452.0;UROK;;
3589861;1806;960930;PRIJEM;;100.4;23914.5;UROK;;
690091;2357;960930;VYDAJ;VYBER;14.6;23608.3;SLUZBY;;
726239;2484;960930;VYDAJ;VYBER;14.6;21916.0;SLUZBY;;
3613667;2519;960930;PRIJEM;;116.8;30036.3;UROK;;
3449908;4034;960930;PRIJEM;;177.4;43262.4;UROK;;
565986;1926;960930;VYDAJ;VYBER;14.6;24383.6;SLUZBY;;
3546727;485;960930;PRIJEM;;292.6;63911.1;UROK;;
3549657;576;960930;PRIJEM;;138.4;33490.7;UROK;;
3600447;2122;960930;PRIJEM;;139.7;26528.5;UROK;;
3599511;2087;960930;PRIJEM;;197.8;48978.5;UROK;;
3466093;3510;960930;PRIJEM;;183.1;48590.9;UROK;;
858874;2926;960930;VYDAJ;VYBER;14.6;40129.2;SLUZBY;;
858238;2925;960930;VYDAJ;VYBER;14.6;14649.2;SLUZBY;;
561320;1909;960930;VYDAJ;VYBER;14.6;18145.3;SLUZBY;;
1027919;3510;960930;VYDAJ;VYBER;10200.0;29976.3;;;
1027977;3510;960930;VYDAJ;VYBER;14.6;40176.3;SLUZBY;;
1027920;3510;960930;VYDAJ;VYBER;8400.0;40190.9;;;
3447074;1539;960930;PRIJEM;;150.1;57359.5;UROK;;
3444337;2099;960930;PRIJEM;;343.6;89294.6;UROK;;
172081;576;960930;VYDAJ;VYBER;14.6;33476.1;SLUZBY;;
207615;704;960930;VYDAJ;VYBER;14.6;27565.3;SLUZBY;;
207554;704;960930;VYDAJ;VYBER;3840.0;23725.3;;;
375005;1276;960930;VYDAJ;VYBER;14.6;34387.9;SLUZBY;;
3602182;2177;960930;PRIJEM;;94.3;22098.9;UROK;;
57699;192;960930;VYDAJ;VYBER;14.6;25435.6;SLUZBY;;
110758;374;960930;VYDAJ;VYBER;14.6;53368.1;SLUZBY;;
63994;212;960930;VYDAJ;VYBER;30.0;83779.5;SLUZBY;;
579655;1972;960930;VYDAJ;VYBER;14.6;19531.6;SLUZBY;;
581961;1979;960930;VYDAJ;VYBER;14.6;23062.3;SLUZBY;;
497526;1695;960930;VYDAJ;VYBER;14.6;27437.4;SLUZBY;;
699561;2393;960930;VYDAJ;VYBER;14.6;28901.9;SLUZBY;;
771457;2632;960930;VYDAJ;VYBER;14.6;21537.6;SLUZBY;;
3542061;346;960930;PRIJEM;;201.7;47448.2;UROK;;
615756;2099;960930;VYDAJ;VYBER;30.0;89264.6;SLUZBY;;
3595827;1972;960930;PRIJEM;;80.3;19546.2;UROK;;
3594168;1926;960930;PRIJEM;;89.2;24398.2;UROK;;
3596064;1979;960930;PRIJEM;;104.6;23076.9;UROK;;
3645385;3487;960930;PRIJEM;;242.7;57019.5;UROK;;
3555681;764;960930;PRIJEM;;97.5;19698.2;UROK;;
3556441;793;960930;PRIJEM;;109.1;26095.3;UROK;;
480563;1637;960930;VYDAJ;VYBER;14.6;22560.0;SLUZBY;;
477913;1628;960930;VYDAJ;VYBER;14.6;17637.4;SLUZBY;;
530044;1806;960930;VYDAJ;VYBER;14.6;23899.9;SLUZBY;;
612686;2087;960930;VYDAJ;VYBER;30.0;48948.5;SLUZBY;;
1143177;3909;960930;VYDAJ;VYBER;14.6;37255.8;SLUZBY;;
3536806;192;960930;PRIJEM;;102.2;25450.2;UROK;;
3537531;212;960930;PRIJEM;;304.6;83809.5;UROK;;
439339;1493;960930;VYDAJ;VYBER;14.6;17980.5;SLUZBY;;
224574;764;960930;VYDAJ;VYBER;14.6;19683.6;SLUZBY;;
233369;793;960930;VYDAJ;VYBER;14.6;26080.7;SLUZBY;;
1050121;3592;960930;VYDAJ;VYBER;14.6;20345.6;SLUZBY;;
3609171;2393;960930;PRIJEM;;128.6;28916.5;UROK;;
3607022;2330;960930;PRIJEM;;74.0;17985.9;UROK;;
3608707;2379;960930;PRIJEM;;70.8;18020.9;UROK;;
3607899;2357;960930;PRIJEM;;92.8;23622.9;UROK;;
3608636;2378;960930;PRIJEM;;287.1;81624.9;UROK;;
1132995;3871;960930;VYDAJ;VYBER;14.6;33930.2;SLUZBY;;
3612183;2484;960930;PRIJEM;;87.4;21930.6;UROK;;
3669858;5270;960930;PRIJEM;;251.3;48418.3;UROK;;
737530;2519;960930;VYDAJ;VYBER;14.6;30021.7;SLUZBY;;
622094;2122;960930;VYDAJ;VYBER;14.6;26513.9;SLUZBY;;
3544946;435;960930;PRIJEM;;119.2;29323.8;UROK;;
3543782;401;960930;PRIJEM;;76.2;20531.0;UROK;;
3570883;1222;960930;PRIJEM;;155.6;39153.8;UROK;;
3572432;1276;960930;PRIJEM;;141.7;34402.5;UROK;;
1549071;5270;960930;VYDAJ;VYBER;14.6;48403.7;SLUZBY;;
505723;1726;960930;VYDAJ;VYBER;14.6;26348.2;SLUZBY;;
506692;1730;960930;VYDAJ;VYBER;14.6;44526.2;SLUZBY;;
507111;1731;960930;VYDAJ;VYBER;14.6;21150.2;SLUZBY;;
846282;2881;960930;VYDAJ;VYBER;14.6;36899.8;SLUZBY;;
253135;866;960930;VYDAJ;VYBER;14.6;44154.7;SLUZBY;;
192339;652;960930;VYDAJ;VYBER;14.6;47688.5;SLUZBY;;
1021436;3487;960930;VYDAJ;VYBER;14.6;57004.9;SLUZBY;;
3394121;11265;960930;VYDAJ;VYBER;14.6;17417.1;SLUZBY;;
3528786;11265;960930;PRIJEM;;67.7;17431.7;UROK;;
3625791;2881;960930;PRIJEM;;156.5;36914.4;UROK;;
3627169;2925;960930;PRIJEM;;73.1;14663.8;UROK;;
3627240;2926;960930;PRIJEM;;176.6;40143.8;UROK;;
1117664;3818;960930;VYDAJ;VYBER;14.6;36393.1;SLUZBY;;
1122528;3834;960930;VYDAJ;VYBER;14.6;20083.3;SLUZBY;;
101657;346;960930;VYDAJ;VYBER;14.6;47433.6;SLUZBY;;
359803;1222;961001;VYDAJ;VYBER;5000.0;34139.2;;;
64071;212;961001;VYDAJ;VYBER;25000.0;58779.5;;;
452899;1539;961002;VYDAJ;VYBER;9200.0;48059.5; ;;0.0
144590;485;961002;PRIJEM;VKLAD;20723.0;71563.1;;;
1021379;3487;961002;VYDAJ;VYBER;720.0;56284.9;;;
1176529;4034;961003;VYDAJ;VYBER;5160.0;38087.8;;;
615838;2099;961003;VYDAJ;VYBER;22900.0;98529.6;;;
615598;2099;961003;PRIJEM;VKLAD;32165.0;121429.6;;;
612447;2087;961003;PRIJEM;VKLAD;46223.0;95171.5;;;
695313;2378;961004;PRIJEM;VKLAD;42394.0;124004.3;;;
695616;2378;961004;VYDAJ;VYBER;25800.0;98204.3;;;
615839;2099;961004;VYDAJ;VYBER;44600.0;91343.6;;;
615586;2099;961004;PRIJEM;VKLAD;37414.0;135943.6;;;
637787;2177;961005;PRIJEM;PREVOD Z UCTU;5123.0;27207.3;DUCHOD;YZ;62457513.0
435880;1481;961005;VYDAJ;PREVOD NA UCET;2065.0;17741.8;SIPO;EF;82271873.0
725941;2484;961005;VYDAJ;PREVOD NA UCET;538.0;21378.0; ;OP;83567636.0
858574;2926;961005;VYDAJ;PREVOD NA UCET;1093.0;39036.2; ;WX;11561584.0
560944;1909;961005;PRIJEM;PREVOD Z UCTU;3191.0;21336.3;;AB;24230474.0
374851;1276;961005;VYDAJ;PREVOD NA UCET;169.0;34218.9;POJISTNE;AB;23086488.0
110580;374;961005;PRIJEM;PREVOD Z UCTU;23041.0;76409.1;;WX;4004806.0
63830;212;961005;VYDAJ;PREVOD NA UCET;13841.0;44938.5;SIPO;EF;58462047.0
498435;1699;961005;PRIJEM;PREVOD Z UCTU;5224.0;19040.1;DUCHOD;CD;94008880.0
497266;1695;961005;PRIJEM;VKLAD;8481.0;35918.4;;;
498579;1699;961005;VYDAJ;PREVOD NA UCET;19.0;19021.1; ;EF;2504826.0
529818;1806;961005;PRIJEM;PREVOD Z UCTU;5029.0;28928.9;DUCHOD;UV;39912659.0
224388;764;961005;PRIJEM;PREVOD Z UCTU;6238.0;25921.6;DUCHOD;UV;30560720.0
233006;793;961005;PRIJEM;PREVOD Z UCTU;3401.0;29481.7;;IJ;6149286.0
505574;1726;961005;VYDAJ;PREVOD NA UCET;115.0;26233.2; ;UV;65941238.0
252978;866;961005;VYDAJ;PREVOD NA UCET;3844.0;40310.7; ;MN;70676672.0
3393784;11265;961005;PRIJEM;VKLAD;7618.0;25035.1;;;
101432;346;961005;PRIJEM;VKLAD;19935.0;67368.6;;;
144819;485;961006;VYDAJ;PREVOD NA UCET;1591.0;69972.1; ;WX;56978738.0
129620;435;961006;VYDAJ;PREVOD NA UCET;3189.0;26120.2;SIPO;MN;75157016.0
119481;401;961006;PRIJEM;VKLAD;12817.0;33333.4;;;
637859;2177;961006;VYDAJ;PREVOD NA UCET;3168.0;24039.3;SIPO;QR;5411524.0
359629;1222;961006;VYDAJ;PREVOD NA UCET;1727.0;32412.2;SIPO;WX;91109859.0
565772;1926;961006;VYDAJ;PREVOD NA UCET;2643.0;21740.6;SIPO;WX;87020074.0
207555;704;961006;VYDAJ;VYBER;5640.0;18085.3;;;
57479;192;961006;PRIJEM;PREVOD Z UCTU;5859.0;31294.6;DUCHOD;GH;15384018.0
497356;1695;961006;VYDAJ;PREVOD NA UCET;14658.0;21260.4;SIPO;AB;53282368.0
771297;2632;961006;VYDAJ;PREVOD NA UCET;2300.0;19237.6;POJISTNE;IJ;36942219.0
477756;1628;961006;VYDAJ;PREVOD NA UCET;2850.0;14787.4;SIPO;AB;57004982.0
1143020;3909;961006;VYDAJ;PREVOD NA UCET;617.0;36638.8;POJISTNE;YZ;73936581.0
224460;764;961006;VYDAJ;PREVOD NA UCET;2360.0;23561.6;SIPO;EF;41232329.0
1132708;3871;961006;PRIJEM;PREVOD Z UCTU;4356.0;38286.2;DUCHOD;GH;31564527.0
506496;1730;961006;PRIJEM;PREVOD Z UCTU;6689.0;51215.2;DUCHOD;ST;43294817.0
1122081;3834;961006;VYDAJ;PREVOD NA UCET;3114.0;16969.3;SIPO;KL;49577087.0
695384;2378;961007;VYDAJ;PREVOD NA UCET;9612.0;88592.3;SIPO;EF;1222903.0
1176431;4034;961007;PRIJEM;VKLAD;5080.0;43167.8;;;
144891;485;961007;VYDAJ;PREVOD NA UCET;3572.0;66400.1;POJISTNE;AB;20747721.0
129548;435;961007;PRIJEM;PREVOD Z UCTU;5039.0;31159.2;DUCHOD;MN;22131634.0
542261;1844;961007;PRIJEM;PREVOD Z UCTU;3242.0;35902.7;;ST;42988401.0
682736;2330;961007;VYDAJ;PREVOD NA UCET;601.0;20765.3; ;EF;63786613.0
682592;2330;961007;PRIJEM;PREVOD Z UCTU;3395.0;21366.3;;ST;18759459.0
565844;1926;961007;VYDAJ;PREVOD NA UCET;361.0;21379.6; ;QR;66210120.0
207454;704;961007;VYDAJ;PREVOD NA UCET;1197.0;16888.3; ;UV;96896516.0
579419;1972;961007;PRIJEM;PREVOD Z UCTU;5298.0;24829.6;DUCHOD;UV;14132887.0
3122970;10364;961007;PRIJEM;VKLAD;14493.0;53804.3;;;
233150;793;961007;VYDAJ;PREVOD NA UCET;204.0;29277.7;;OP;25394970.0
737304;2519;961007;PRIJEM;PREVOD Z UCTU;5544.0;35565.7;DUCHOD;GH;5454445.0
505430;1726;961007;VYDAJ;PREVOD NA UCET;2082.0;24151.2; ;OP;61997002.0
1122225;3834;961007;VYDAJ;PREVOD NA UCET;3189.0;13780.3;POJISTNE;MN;51878350.0
695910;2379;961008;VYDAJ;PREVOD NA UCET;145.0;17861.3; ;IJ;3021407.0
144747;485;961008;VYDAJ;PREVOD NA UCET;7421.0;58979.1;SIPO;EF;89687889.0
393633;1338;961008;VYDAJ;PREVOD NA UCET;4545.0;46646.9;SIPO;CD;87075221.0
1100963;3760;961008;VYBER;VYBER;20258.0;34141.7;;;
689945;2357;961008;VYDAJ;PREVOD NA UCET;3869.0;19739.3;SIPO;KL;58773815.0
725869;2484;961008;VYDAJ;PREVOD NA UCET;2343.0;19035.0;SIPO;OP;3728384.0
374707;1276;961008;VYDAJ;PREVOD NA UCET;3839.0;37153.9;SIPO;OP;19942432.0
374635;1276;961008;PRIJEM;VKLAD;6774.0;40992.9;;;
57551;192;961008;VYDAJ;PREVOD NA UCET;3583.0;27711.6;SIPO;IJ;70552640.0
581817;1979;961008;VYDAJ;PREVOD NA UCET;2014.0;21048.3;;UV;32008636.0
771225;2632;961008;VYDAJ;PREVOD NA UCET;41.0;19196.6; ;IJ;73459928.0
480404;1637;961008;VYDAJ;PREVOD NA UCET;2569.0;19991.0; ;GH;10736680.0
1549010;5270;961008;VYDAJ;VYBER;8700.0;39703.7;;;
505502;1726;961008;VYDAJ;PREVOD NA UCET;74.0;24077.2;POJISTNE;EF;89946835.0
252906;866;961008;VYDAJ;PREVOD NA UCET;504.0;39806.7;POJISTNE;CD;94022661.0
252762;866;961008;VYDAJ;PREVOD NA UCET;465.0;39341.7;SIPO;YZ;81990486.0
695838;2379;961009;VYDAJ;PREVOD NA UCET;3190.0;14671.3;SIPO;AB;13537359.0
393705;1338;961009;VYDAJ;PREVOD NA UCET;897.0;45749.9; ;OP;42143994.0
119553;401;961009;VYDAJ;PREVOD NA UCET;3600.0;29733.4;SIPO;AB;66742342.0
542333;1844;961009;VYDAJ;PREVOD NA UCET;2161.0;33741.7;;EF;32871842.0
1100810;3760;961009;PRIJEM;VKLAD;45928.0;80069.7;;;
565927;1926;961009;VYDAJ;VYBER;1800.0;19579.6;;;
858646;2926;961009;VYDAJ;PREVOD NA UCET;868.0;48752.2;POJISTNE;GH;88491463.0
